Trial_ID,Title,Has_Outcome_Data,Primary_Outcome_Count,Secondary_Outcome_Count,Primary_Outcomes,Secondary_Outcomes,CBR,CR,DFS,DMFS,DoR,EFS,LRFS,ORR,OS,PFS,PR,QOL,RR,TOX,TTF,TTP
NCT00602030,Study to Evaluate Erlotinib With or Without SNDX-275 (Entinostat) in the Treatment of Patients With ,True,2,14,Identification of Safe-dose for the Phase 2 Double-blind Phase in the Lead-in Phase (NUMBER) milligrams (mg) = 10; 4-Month Progression-free Survival (PFS) Rate in the Double-blind Phase (NUMBER) percentage of participants = 24.0 [12.2-35.8],Objective Response Rate (ORR) in the Double-blind Phase (NUMBER) percentage of participants = 9.2 [2.2-16.3]; 6-Month PFS Rate in the Double-blind Phase (NUMBER) percentage of participants = 10.8 [3.2-18.3]; Number of Participants With Treatment-Emergent Adverse Events (TEAEs) and Serious Adverse Events (SAEs) by Severity in the Double-blind Phase (COUNT_OF_PARTICIPANTS) Participants = 29; Number of Participants With Grade 3 or 4 Laboratory Variables in the Double-blind Phase (COUNT_OF_PARTICIPANTS) Participants = 1; Vital Sign Values: Systolic Blood Pressure in the Double-blind Phase (MEAN) mm Hg = 125.3; Vital Sign Values: Diastolic Blood Pressure in the Double-blind Phase (MEAN) mm Hg = 72.5; Vital Sign Values: Heart Rate in the Double-blind Phase (MEAN) beats per minute (bpm) = 87.5; Vital Sign Values: Respiration Rate in the Double-blind Phase (MEAN) breaths per minute = 18.5; Vital Sign Values: Temperature in the Double-blind Phase (MEAN) degrees Celsius (C) = 97.5; Vital Sign Values: Weight in the Double-blind Phase (MEAN) kilograms (kg) = 77.9; Cmax: Maximum Plasma Concentration of Entinostat in the Lead-in Phase (MEAN) ng/mL = 19.6; Tmax: Time to Cmax of Entinostat in the Lead-in Phase (MEAN) hour = 0.83; AUC(0-24): Area Under the Concentration-time Curve From Time 0 to 24 Hours in the Lead-in Phase (MEAN) ng*hr/mL = 46.5; AUC(0-last): Area Under the Concentration-time Curve From Time 0 to Last Quantifiable Concentration in the Lead-in Phase (MEAN) ng*hr/mL = 152.1,,,,,,,,Objective Response Rate (ORR) in the Double-blind Phase (NUMBER) percentage of participants = 9.2 [2.2-16.3],,4-Month Progression-free Survival (PFS) Rate in the Double-blind Phase (NUMBER) percentage of participants = 24.0 [12.2-35.8]; 6-Month PFS Rate in the Double-blind Phase (NUMBER) percentage of participants = 10.8 [3.2-18.3],,,Objective Response Rate (ORR) in the Double-blind Phase (NUMBER) percentage of participants = 9.2 [2.2-16.3],Number of Participants With Treatment-Emergent Adverse Events (TEAEs) and Serious Adverse Events (SAEs) by Severity in the Double-blind Phase (COUNT_OF_PARTICIPANTS) Participants = 29,,
NCT00602797,Vinorelbine Tartrate and Paclitaxel in Treating Older Patients With Advanced Non-Small Cell Lung Can,True,1,2,Progression-free Survival. (MEDIAN) Months = 7.8 [1.92-13.56],Incidence of >Grade 3 Treatment-Emergent Non-hematological Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 6; Response Rate Based on RECIST Criteria (COUNT_OF_PARTICIPANTS) Participants = 5,,,,,,,,,,Progression-free Survival. (MEDIAN) Months = 7.8 [1.92-13.56],,,Response Rate Based on RECIST Criteria (COUNT_OF_PARTICIPANTS) Participants = 5,Incidence of >Grade 3 Treatment-Emergent Non-hematological Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 6,,
NCT00606021,"A Study Comparing of Two Different Chemotherapy Regimens, in Patients With Advanced Non-Squamous Non",True,1,5,Progression Free Survival During Maintenance Phase (MEDIAN) months = 3.2 [2.9-6.1],Progression Free Survival During Overall Period (Induction Phase [IP] + Maintenance Phase [MP]) (MEDIAN) months = 6.2 [6.0-8.3]; Overall Survival During Maintenance Phase (MEDIAN) months = 12.2 [5.6-20.6]; Overall Survival During Overall Period (IP + MP) (MEDIAN) months = 15.4 [8.4-23.7]; Number of Participants With Adverse Events (AEs) During Overall Period (NUMBER) participants = 15; Tumor Response Rate and Disease Control Rate After Induction Phase (IP) (NUMBER) percentage of participants = 0 [0.0-12.3],,,,,,,,,Overall Survival During Maintenance Phase (MEDIAN) months = 12.2 [5.6-20.6]; Overall Survival During Overall Period (IP + MP) (MEDIAN) months = 15.4 [8.4-23.7],Progression Free Survival During Maintenance Phase (MEDIAN) months = 3.2 [2.9-6.1]; Progression Free Survival During Overall Period (Induction Phase [IP] + Maintenance Phase [MP]) (MEDIAN) months = 6.2 [6.0-8.3],,,Tumor Response Rate and Disease Control Rate After Induction Phase (IP) (NUMBER) percentage of participants = 0 [0.0-12.3],Number of Participants With Adverse Events (AEs) During Overall Period (NUMBER) participants = 15,,
NCT00606502,Study of Pralatrexate vs. Erlotinib for Non-Small Cell Lung Cancer After at Least 1 Prior Platinum-b,True,1,3,Overall Survival (OS) of Patients Receiving Pralatrexate vs. Erlotinib (MEDIAN) Months Survival = 6.7 [5.3-9.0],Response Rate (RR) to Treatment of Patients Receiving Pralatrexate vs. Erlotinib (NUMBER) Participants = 2; Progression-free Survival (PFS) of Patients Receiving Pralatrexate vs. Erlotinib (MEDIAN) months = 3.4 [2.1-4.7]; Adverse Events of Patients Receiving Pralatrexate vs. Erlotinib (NUMBER) Treated Participants = 75,,,,,,,,,Overall Survival (OS) of Patients Receiving Pralatrexate vs. Erlotinib (MEDIAN) Months Survival = 6.7 [5.3-9.0],Progression-free Survival (PFS) of Patients Receiving Pralatrexate vs. Erlotinib (MEDIAN) months = 3.4 [2.1-4.7],,,Response Rate (RR) to Treatment of Patients Receiving Pralatrexate vs. Erlotinib (NUMBER) Participants = 2,Adverse Events of Patients Receiving Pralatrexate vs. Erlotinib (NUMBER) Treated Participants = 75,,
NCT00609518,A Study for Patients With Non-Squamous Non-Small Cell Lung Cancer,True,1,3,Safety: Number of Participants With Drug-Related Grade 3 or 4 Toxicity (NUMBER) participants = 15,Proportion of Participants With Best Overall Tumor Response (Response Rate) (MEAN) proportion of patients = 0.118 [0.044-0.239]; Overall Survival (MEDIAN) months = 8.2 [5.4-11.7]; Progression-free Survival (PFS) (MEDIAN) months = 3.7 [2.9-4.9],,,,,,,,,Overall Survival (MEDIAN) months = 8.2 [5.4-11.7],Progression-free Survival (PFS) (MEDIAN) months = 3.7 [2.9-4.9],,,Proportion of Participants With Best Overall Tumor Response (Response Rate) (MEAN) proportion of patients = 0.118 [0.044-0.239],Safety: Number of Participants With Drug-Related Grade 3 or 4 Toxicity (NUMBER) participants = 15,,
NCT00609804,Sorafenib and Erlotinib or Sorafenib Alone in Advanced Non-Small Cell Lung Cancer Progressing on Erl,True,1,2,Progression-free Survival (PFS) (MEDIAN) months = 3.1 [1.7-3.7],Overall Response Rate (NUMBER) participants = 2; Number of Participants With Treatment-emergent Adverse Events as a Measure of Safety and Tolerability (NUMBER) participants = 1,,,,,,,,,,Progression-free Survival (PFS) (MEDIAN) months = 3.1 [1.7-3.7],,,Overall Response Rate (NUMBER) participants = 2,Number of Participants With Treatment-emergent Adverse Events as a Measure of Safety and Tolerability (NUMBER) participants = 1,,
NCT00614822,"Carboplatin, Bevacizumab and Pemetrexed in Advanced Non Small Cell Lung Cancer",True,2,2,Progression Free Survival (MEDIAN) weeks = 28 [0-132.4]; Overall Survival (MEDIAN) weeks = 49 [0-62.7],Number of Participants With Complete and Partial Tumor Responses (COUNT_OF_PARTICIPANTS) Participants = 1; Number of Participants With Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 1,,,,,,,,,Overall Survival (MEDIAN) weeks = 49 [0-62.7],Progression Free Survival (MEDIAN) weeks = 28 [0-132.4],,,,Number of Participants With Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 1,,
NCT00621049,"Carboplatin, Docetaxel, Bevacizumab, and Erlotinib Versus Chemotherapy Alone in Resected NSCLC",True,1,3,,Safety (NUMBER) participants = 37; 2-year Survival (NUMBER) percentage of participants = 78.2; ,,,,,,,,,,,,,,,,
NCT00638937,AZD0530 to Treat Recurrent Stage IIIB/IV NSCLC Previously Treated With Combination Chemotherapy,True,1,7,Rate of Disease Control (Freedom From Disease Progression) (NUMBER) participants = 4,Objective Response Rate (Complete and Partial Response) (NUMBER) participants = 2; Stable Disease Rate (NUMBER) participants = 4; Duration of Response or Stable Disease (MEDIAN) months = 1.8 [1.6-2.8]; Median Progression-free Survival (MEDIAN) months = 1.8 [1.6-2.8]; Progression-free Survival (MEDIAN) months = 1.8 [1.6-2.8]; Median Overall Survival (MEDIAN) months = 7.6 [5.2-17.1]; Overall Survival (NUMBER) percentage of participants = 43,,,,,Duration of Response or Stable Disease (MEDIAN) months = 1.8 [1.6-2.8],,,Objective Response Rate (Complete and Partial Response) (NUMBER) participants = 2,Median Overall Survival (MEDIAN) months = 7.6 [5.2-17.1]; Overall Survival (NUMBER) percentage of participants = 43,Median Progression-free Survival (MEDIAN) months = 1.8 [1.6-2.8]; Progression-free Survival (MEDIAN) months = 1.8 [1.6-2.8],Objective Response Rate (Complete and Partial Response) (NUMBER) participants = 2,,Objective Response Rate (Complete and Partial Response) (NUMBER) participants = 2,,,
NCT00642473,A Study of Metronidazole Cream in the Prevention and Treatment of Tarceva (Erlotinib)-Associated Ras,True,2,0,Percentage of Participants With Erlotinib Associated Rash Stratified by Severity Grade at Week 2 (NUMBER) percentage of participants = 11; Percentage of Participants With Erlotinib Associated Rash Stratified by Severity Grade at Week 4 (NUMBER) percentage of participants = 13,,,,,,,,,,,,,,,,,
NCT00642759,"Carboplatin, Abraxane, and Bevacizumab in Previously Untreated Patients With Advanced Non-Small Cell",True,1,3,6-month Progression Free Survival Rate (NUMBER) percentage of participants = 74 [57-97],"Objective Response Rate to Carboplatin, Abraxane and Avastin (COUNT_OF_PARTICIPANTS) Participants = 13; 6 Month Survival Rate (NUMBER) percentage of participants surviving = 83 [65-91]; Overall Survival (MEDIAN) Months = 13.7 [9.3-24.9]",,,,,,,,"Objective Response Rate to Carboplatin, Abraxane and Avastin (COUNT_OF_PARTICIPANTS) Participants = 13",Overall Survival (MEDIAN) Months = 13.7 [9.3-24.9],6-month Progression Free Survival Rate (NUMBER) percentage of participants = 74 [57-97],,,"Objective Response Rate to Carboplatin, Abraxane and Avastin (COUNT_OF_PARTICIPANTS) Participants = 13",,,
NCT00647426,Phase II Study of Sorafenib + Carboplatin and Docetaxel in First Line Treatment of Stage IIIB/IV NSC,True,1,3,,; ; ,,,,,,,,,,,,,,,,
NCT00652340,APRiCOT-L: Study to Evaluate Efficacy and Safety of Apricoxib With Erlotinib in Patients With Non-sm,True,1,1,Time to Disease Progression (TDP) (MEDIAN) months = 1.80 [1.40-2.80],Overall Survival (MEDIAN) months = 5.90 [4.10-8.50],,,,,,,,,Overall Survival (MEDIAN) months = 5.90 [4.10-8.50],,,,,,,
NCT00654030,Allogeneic Cellular Vaccine 1650-G for Non-Small Cell Lung Cancer,True,1,0,Number of Participants Responding to the Vaccine (COUNT_OF_PARTICIPANTS) Participants = 6,,,,,,,,,,,,,,,,,
NCT00655850,Lower Dose Chemotherapy Given More Frequent With Avastin to Treat Advanced Non-Squamous Non-Small Ce,True,1,3,Progression-Free Survival (PFS) (MEDIAN) months = 8.5 [5-10],Number of Participants With Adverse Events (NUMBER) participants = 36; Overall Survival (OS) (MEDIAN) months = 25.5 [15-35]; Objective Response Rate (COUNT_OF_PARTICIPANTS) Participants = 22,,,,,,,,Objective Response Rate (COUNT_OF_PARTICIPANTS) Participants = 22,Overall Survival (OS) (MEDIAN) months = 25.5 [15-35],Progression-Free Survival (PFS) (MEDIAN) months = 8.5 [5-10],,,Objective Response Rate (COUNT_OF_PARTICIPANTS) Participants = 22,Number of Participants With Adverse Events (NUMBER) participants = 36,,
NCT00661778,A Study of Avastin (Bevacizumab) in Combination With Docetaxel and Cisplatin in Patients With Metast,True,1,4,Progression-free Survival (MEDIAN) Months = 8.95 [6.92-9.97],Percentage of Participants With an Objective Response (NUMBER) Percentage of participants = 67.39; ; Overall Survival (MEDIAN) Months = 12.74 [9.48-17.79]; 1-year Survival (NUMBER) Percentage of participants = 53.46 [39.19-67.45],,,,,,,,,Overall Survival (MEDIAN) Months = 12.74 [9.48-17.79],Progression-free Survival (MEDIAN) Months = 8.95 [6.92-9.97],,,,,,
NCT00668707,Adjuvant Melatonin for Prevention of Lung Cancer Recurrence and Mortality,True,1,11,Lung Cancer Recurrence or Mortality - 2 Years (COUNT_OF_PARTICIPANTS) Participants = 80,Quality of Life (LEAST_SQUARES_MEAN) Score on a scale of 0-100 = 21.4 [19.1-23.7]; Fatigue (LEAST_SQUARES_MEAN) Score on a scale of 0-100 = 59.8 [56.3-62.9]; Sleep (LEAST_SQUARES_MEAN) Score on a scale of 0-100 = 56.7 [52.5-61.0]; Pain Levels (MEAN) Score on a scale of 0-10 = 2.4; Anxiety (MEAN) Score on a scale of 0-63 = 8.2; Depression (MEAN) Score on a scale of 0-63 = 8.1; Adverse Events (Chemotherapy) (COUNT_OF_PARTICIPANTS) Participants = 44; Lung Cancer Recurrence or Mortality - 5 Years (COUNT_OF_PARTICIPANTS) Participants = 133; Blood Tests to Examine the Effects of Melatonin on the Immune System (Raw Values) (MEAN) Percent killing of K62 cells = 49.8; Adverse Events (Radiation) (COUNT_OF_PARTICIPANTS) Participants = 8; Blood Tests to Examine the Effects of Melatonin on the Immune System (Comparison Between Groups) (MEAN) Ratio of percent cytotoxicity = 1.1 [0.97-1.23],,,,,,,,,,,,Quality of Life (LEAST_SQUARES_MEAN) Score on a scale of 0-100 = 21.4 [19.1-23.7],,Adverse Events (Chemotherapy) (COUNT_OF_PARTICIPANTS) Participants = 44; Adverse Events (Radiation) (COUNT_OF_PARTICIPANTS) Participants = 8; Blood Tests to Examine the Effects of Melatonin on the Immune System (Comparison Between Groups) (MEAN) Ratio of percent cytotoxicity = 1.1 [0.97-1.23],,
NCT00686959,Chemotherapy and Radiation in Treating Participants With Stage 3 Non-Small Cell Lung Cancer,True,1,5,Overall Survival (MEDIAN) months = 26.81 [20.40-30.92],"Progression-free Survival (PFS) (MEDIAN) months = 11.37 [10.25-13.21]; Objective Response Rate (Complete Response [CR] + Partial Response [PR]) (NUMBER) percentage of participants = 35.9 [30.46-41.58]; Survival Rates at 1, 2, and 3 Years (NUMBER) probability of survival = 0.76 [0.70-0.80]; First Site of Disease Failure in Terms of Relapse (NUMBER) percentage of participants = 37.3 [30.0-45.2]; Percentage of Participants With a Post Baseline Swallowing Diary Score >=4 (NUMBER) percentage of participants = 33.8 [26.7-37.5]",,Objective Response Rate (Complete Response [CR] + Partial Response [PR]) (NUMBER) percentage of participants = 35.9 [30.46-41.58],,,,,,Objective Response Rate (Complete Response [CR] + Partial Response [PR]) (NUMBER) percentage of participants = 35.9 [30.46-41.58],Overall Survival (MEDIAN) months = 26.81 [20.40-30.92],Progression-free Survival (PFS) (MEDIAN) months = 11.37 [10.25-13.21],Objective Response Rate (Complete Response [CR] + Partial Response [PR]) (NUMBER) percentage of participants = 35.9 [30.46-41.58],,Objective Response Rate (Complete Response [CR] + Partial Response [PR]) (NUMBER) percentage of participants = 35.9 [30.46-41.58],,,
NCT00687297,Study of Vandetanib Combined With Chemotherapy to Treat Advanced Non-small Cell Lung Cancer,True,1,2,Progression-free Survival (MEDIAN) Months = 4.5 [3.6-4.9],Objective Response Rate (NUMBER) percentage of participants = 18.8 [10.9-29.0]; Progression-free Survival (MEDIAN) months = 4.5 [3.3-5.8],,,,,,,,Objective Response Rate (NUMBER) percentage of participants = 18.8 [10.9-29.0],,Progression-free Survival (MEDIAN) Months = 4.5 [3.6-4.9]; Progression-free Survival (MEDIAN) months = 4.5 [3.3-5.8],,,Objective Response Rate (NUMBER) percentage of participants = 18.8 [10.9-29.0],,,
NCT00693992,Sunitinib Malate as Maintenance Therapy in Treating Patients With Stage III or Stage IV Non-Small Ce,True,1,5,Progression Free Survival (PFS) (MEDIAN) months = 4.3 [3.2-4.9],Overall Survival (OS) (MEDIAN) months = 11.7 [9.9-14.0]; Response Rate (RR) (NUMBER) percentage of participants = 11; Percentage of Deterioration in QOL at 3 Months Using the EORTC QLQ-C30 Global Health Subscale (NUMBER) percentage of patients = 55.8; Percentage of Deterioration in Symptom Progression at 3 Months Using the EORTC LC13 Dyspnea Subscale (NUMBER) percentage of patients = 31.5; Grade and Type of Toxicity as Assessed by the National Cancer Institute Common Terminology Criteria for Adverse Events Version 4.0 (NUMBER) percentage of participants = 26,,,,,,,,,Overall Survival (OS) (MEDIAN) months = 11.7 [9.9-14.0],Progression Free Survival (PFS) (MEDIAN) months = 4.3 [3.2-4.9],,Percentage of Deterioration in QOL at 3 Months Using the EORTC QLQ-C30 Global Health Subscale (NUMBER) percentage of patients = 55.8,Response Rate (RR) (NUMBER) percentage of participants = 11,Grade and Type of Toxicity as Assessed by the National Cancer Institute Common Terminology Criteria for Adverse Events Version 4.0 (NUMBER) percentage of participants = 26,,
